"time","open","high","low","close","MA1","MA2","MA3"
1596571200,"1,18026","1,1803","1,17949","1,18023","1,17404925","1,1772215","1,17742875"
1596574800,"1,18023","1,18024","1,17954","1,17967","1,1741547","1,1774125","1,17833375"
1596578400,"1,17967","1,18003","1,17928","1,17981","1,17425605","1,1775415","1,17885125"
1596582000,"1,17981","1,18149","1,17942","1,18137","1,1743518","1,1777715","1,17945625"
1596585600,"1,18137","1,18151","1,1801","1,18093","1,1744463","1,1779485","1,17985125"
1596589200,"1,18093","1,18136","1,18051","1,18101","1,1745474","1,1781655","1,18019125"
1596592800,"1,18101","1,18216","1,18063","1,18198","1,174653","1,178379","1,1806575"
1596596400,"1,18198","1,18201","1,18122","1,18153","1,17476435","1,1785225","1,18081625"
1596600000,"1,18153","1,18183","1,18133","1,18168","1,1748748","1,178643","1,1809975"
1596603600,"1,18168","1,1818","1,1803","1,18033","1,174979","1,178685","1,18108"
1596607200,"1,18033","1,18261","1,17993","1,18244","1,1750899","1,178956","1,18140875"
1596610800,"1,18244","1,183","1,1815","1,18204","1,1752024","1,1792525","1,1814925"
1596614400,"1,18204","1,18414","1,18067","1,18403","1,1753156","1,1798125","1,18188"
1596618000,"1,18403","1,18616","1,1834","1,18566","1,175437","1,180474","1,18246125"
1596621600,"1,18566","1,18618","1,18315","1,18337","1,17554635","1,180859","1,182635"
1596625200,"1,18337","1,18568","1,18329","1,18551","1,1756673","1,181308","1,1831325"
1596628800,"1,18551","1,18811","1,18476","1,18778","1,1758071","1,1818085","1,183895"
1596632400,"1,18778","1,19004","1,18632","1,18915","1,1759515","1,1823515","1,1849975"
1596636000,"1,18915","1,19003","1,18714","1,18817","1,17608525","1,1828475","1,18571375"
1596639600,"1,18817","1,19049","1,18809","1,18968","1,1762286","1,1833185","1,18666875"
1596643200,"1,18968","1,18983","1,18673","1,18732","1,17636505","1,183673","1,18708"
1596646800,"1,18732","1,18788","1,18625","1,18656","1,1764991","1,1840175","1,1871925"
1596650400,"1,18656","1,18679","1,18545","1,18601","1,17663725","1,1843275","1,1875225"
1596654000,"1,18601","1,18663","1,18585","1,18592","1,1767663","1,184555","1,18757375"
1596657600,"1,18592","1,18653","1,18556","1,18629","1,17689035","1,184823","1,1873875"
1596661200,"1,18629","1,18668","1,1859","1,18662","1,1770174","1,1851035","1,18707125"
1596664800,"1,18662","1,18761","1,18646","1,18725","1,1771411","1,185367","1,18695625"
1596668400,"1,18725","1,18754","1,18699","1,18722","1,17726015","1,1856515","1,18664875"
1596672000,"1,18722","1,18859","1,1871","1,18785","1,1773819","1,18596","1,186715"
1596675600,"1,18785","1,18839","1,18685","1,1872","1,17749755","1,1863035","1,186795"
1596679200,"1,1872","1,18731","1,18629","1,18635","1,17761115","1,186499","1,1868375"
1596682800,"1,18635","1,18757","1,18631","1,18726","1,17772685","1,18676","1,187005"
1596686400,"1,18726","1,18803","1,18726","1,18792","1,1778394","1,1869545","1,18720875"
1596690000,"1,18792","1,18857","1,18782","1,18814","1,17795795","1,1870785","1,18739875"
1596693600,"1,18814","1,19162","1,18724","1,18804","1,1780719","1,187312","1,1874975"
1596697200,"1,18804","1,18804","1,18383","1,18425","1,1781683","1,187249","1,18712625"
1596700800,"1,18425","1,18587","1,1839","1,18426","1,17824525","1,187073","1,1866775"
1596704400,"1,18426","1,18704","1,1838","1,18607","1,17832935","1,186919","1,18653625"
1596708000,"1,18607","1,18647","1,18412","1,18428","1,17839565","1,1867245","1,1862775"
1596711600,"1,18428","1,18501","1,18318","1,18472","1,17846385","1,1864765","1,18596"
1596715200,"1,18472","1,1864","1,18368","1,18489","1,17853575","1,186355","1,18558125"
1596718800,"1,18489","1,18666","1,18322","1,18566","1,1786133","1,18631","1,18527125"
1596722400,"1,18566","1,18588","1,1818","1,18437","1,17868065","1,186228","1,1848125"
1596726000,"1,18437","1,18554","1,18385","1,18543","1,17875965","1,1862035","1,18496"
1596729600,"1,18543","1,18906","1,18541","1,18801","1,178852","1,1862895","1,18542875"
1596733200,"1,18801","1,18937","1,18671","1,18788","1,1789382","1,1863525","1,185655"
1596736800,"1,18788","1,18791","1,18672","1,18742","1,17901215","1,186361","1,1860475"
1596740400,"1,18742","1,18797","1,18634","1,18747","1,1790775","1,1863735","1,18639125"
1596744000,"1,18747","1,18802","1,18725","1,18763","1,17914605","1,1863625","1,18673375"
1596747600,"1,18763","1,18792","1,18697","1,18769","1,17920475","1,186387","1,1869875"
1596751200,"1,18769","1,18831","1,18768","1,18813","1,17925675","1,186476","1,1874575"
1596754800,"1,18813","1,18816","1,18729","1,18755","1,1793194","1,1864905","1,1877225"
1596758400,"1,18755","1,18819","1,18717","1,18741","1,17938395","1,186465","1,1876475"
1596762000,"1,18741","1,18746","1,18632","1,18686","1,1794404","1,186401","1,18752"
1596765600,"1,18686","1,18693","1,18321","1,18385","1,17948445","1,1861915","1,18707375"
1596769200,"1,18385","1,18407","1,18231","1,18262","1,17952475","1,18611","1,1864675"
1596772800,"1,18262","1,18377","1,18196","1,18353","1,1795668","1,1860735","1,185955"
1596776400,"1,18353","1,1845","1,18302","1,18427","1,17961375","1,1859835","1,1855275"
1596780000,"1,18427","1,18478","1,183","1,18313","1,1796477","1,185926","1,1849025"
1596783600,"1,18313","1,18507","1,18313","1,18403","1,1796838","1,1858915","1,1844625"
1596787200,"1,18403","1,18404","1,18211","1,18327","1,179717","1,1858105","1,183945"
1596790800,"1,18327","1,18363","1,18093","1,18172","1,17974635","1,1856135","1,1833025"
1596794400,"1,18172","1,1824","1,18126","1,1823","1,1797855","1,18551","1,18310875"
1596798000,"1,1823","1,18244","1,18102","1,18178","1,17983215","1,1853275","1,18300375"
1596801600,"1,18178","1,18459","1,18023","1,18312","1,17988215","1,185083","1,1829525"
1596805200,"1,18312","1,18333","1,17646","1,17727","1,17990085","1,1845525","1,1820775"
1596808800,"1,17727","1,17907","1,17555","1,17884","1,1799314","1,1841235","1,18154125"
1596812400,"1,17884","1,17969","1,17737","1,17753","1,17996345","1,1836265","1,18072875"
1596816000,"1,17753","1,17817","1,17681","1,17691","1,1799874","1,1830905","1,17993375"
1596819600,"1,17691","1,17822","1,17665","1,17812","1,18001355","1,182612","1,17948375"
1596823200,"1,17812","1,17858","1,17784","1,1781","1,1800351","1,1821105","1,17895875"
1596826800,"1,1781","1,17888","1,17802","1,17886","1,1800771","1,181676","1,17859375"
1596830400,"1,17886","1,17888","1,17828","1,17832","1,18010215","1,1812215","1,17799375"
1597006800,"1,17877","1,17908","1,17838","1,17854","1,1801287","1,1808055","1,1781525"
1597010400,"1,17854","1,17887","1,17735","1,1776","1,18015215","1,180493","1,1779975"
1597014000,"1,1776","1,17835","1,1776","1,17812","1,18017675","1,180268","1,17807125"
1597017600,"1,17812","1,17954","1,17812","1,1794","1,18020635","1,1800615","1,1783825"
1597021200,"1,1794","1,17971","1,17899","1,17933","1,18023765","1,1798145","1,17853375"
1597024800,"1,17933","1,17984","1,17915","1,1793","1,18027215","1,179623","1,17868375"
1597028400,"1,1793","1,17953","1,17899","1,17951","1,1803126","1,179397","1,178765"
1597032000,"1,17951","1,17964","1,17904","1,1791","1,1803505","1,1791885","1,1788625"
1597035600,"1,1791","1,17942","1,17897","1,1794","1,18038765","1,1790725","1,17897"
1597039200,"1,1794","1,18007","1,1765","1,1766","1,18041065","1,1787875","1,178845"
1597042800,"1,1766","1,17758","1,17596","1,17661","1,18043445","1,178529","1,17865625"
1597046400,"1,17661","1,17757","1,17523","1,17723","1,18045985","1,1782345","1,178385"
1597050000,"1,17723","1,17754","1,17576","1,17599","1,1804777","1,1781705","1,1779675"
1597053600,"1,17599","1,17663","1,17452","1,1746","1,1804865","1,1779585","1,17738"
1597057200,"1,1746","1,17566","1,17407","1,17538","1,18049905","1,177851","1,17686375"
1597060800,"1,17538","1,17715","1,17516","1,17676","1,180518","1,1778435","1,17657125"
1597064400,"1,17676","1,17918","1,17597","1,17876","1,18054455","1,1778755","1,17649125"
1597068000,"1,17876","1,17876","1,17617","1,17658","1,18055365","1,1777995","1,17648875"
1597071600,"1,17658","1,17721","1,17511","1,17557","1,18055185","1,177635","1,17635875"
1597075200,"1,17557","1,17592","1,17467","1,17533","1,1805531","1,1774855","1,17612125"
1597078800,"1,17533","1,17566","1,1749","1,1752","1,18055545","1,1773185","1,1760225"
1597082400,"1,1752","1,17524","1,17432","1,1744","1,1805543","1,1771585","1,1759975"
1597086000,"1,1744","1,17443","1,17363","1,17437","1,18056495","1,176971","1,17587125"
1597089600,"1,17437","1,1745","1,17359","1,17376","1,18056195","1,176689","1,17549625"
1597093200,"1,17376","1,17405","1,17359","1,17384","1,18055355","1,1764145","1,17488125"
1597096800,"1,17384","1,17427","1,1736","1,17416","1,1805369","1,1761575","1,17457875"
1597100400,"1,17416","1,17431","1,17358","1,17361","1,18052025","1,1758625","1,17433375"
1597104000,"1,17361","1,17376","1,1722","1,17247","1,18049585","1,175531","1,17397625"
1597107600,"1,17247","1,17476","1,17232","1,17437","1,1804744","1,1752795","1,1738725"
1597111200,"1,17437","1,17505","1,17429","1,17446","1,1804634","1,1751725","1,17388"
1597114800,"1,17446","1,17497","1,17423","1,17487","1,18044915","1,1750855","1,1739425"
1597118400,"1,17487","1,17549","1,17479","1,17522","1,18042955","1,174985","1,174125"
1597122000,"1,17522","1,17551","1,17445","1,17493","1,18040855","1,174932","1,17426125"
1597125600,"1,17493","1,17565","1,17228","1,17335","1,18038035","1,1748695","1,17416"
1597129200,"1,17335","1,1748","1,17301","1,1746","1,1803629","1,1748305","1,17428375"
1597132800,"1,1746","1,17745","1,17447","1,17723","1,18035925","1,174854","1,17487875"
1597136400,"1,17723","1,17878","1,17713","1,17877","1,18036795","1,1748545","1,17542875"
1597140000,"1,17877","1,1808","1,17874","1,17909","1,18037485","1,17498","1,1760075"
1597143600,"1,17909","1,18045","1,17785","1,17804","1,1803769","1,1751035","1,17640375"
1597147200,"1,17804","1,18072","1,17772","1,17974","1,18039135","1,175324","1,17696875"
1597150800,"1,17974","1,17975","1,17571","1,17828","1,18040295","1,175478","1,1773875"
1597154400,"1,17828","1,17845","1,1764","1,17654","1,18040735","1,175585","1,17778625"
1597158000,"1,17654","1,17886","1,1762","1,17632","1,18041","1,1756825","1,17800125"
1597161600,"1,17632","1,17754","1,17619","1,17713","1,18042455","1,175851","1,17798875"
1597165200,"1,17713","1,17718","1,17547","1,17631","1,18042735","1,1759745","1,17768125"
1597168800,"1,17631","1,17656","1,17417","1,17453","1,18042655","1,175993","1,17711125"
1597172400,"1,17453","1,17467","1,17281","1,17357","1,18042","1,175991","1,1765525"
1597176000,"1,17357","1,174","1,17291","1,17397","1,1804013","1,176066","1,17583125"
1597179600,"1,17397","1,1746","1,17357","1,17406","1,1803776","1,1760505","1,17530375"
1597183200,"1,17406","1,17448","1,17401","1,17434","1,18035165","1,1760445","1,17502875"
1597186800,"1,17434","1,17437","1,17336","1,17349","1,1803239","1,1759755","1,174675"
1597190400,"1,17349","1,17429","1,17261","1,1734","1,1802891","1,1758845","1,17420875"
1597194000,"1,1734","1,17412","1,17249","1,17293","1,18023965","1,1757845","1,17378625"
1597197600,"1,17293","1,17321","1,17159","1,17204","1,18018055","1,175719","1,173475"
1597201200,"1,17204","1,17249","1,17162","1,17212","1,18011875","1,175595","1,17329375"
1597204800,"1,17212","1,17212","1,17111","1,17143","1,18005245","1,175305","1,17297625"
1597208400,"1,17143","1,17251","1,17122","1,17231","1,17999375","1,174982","1,1727575"
1597212000,"1,17231","1,17387","1,17207","1,17258","1,17993265","1,1746565","1,1725375"
1597215600,"1,17258","1,17502","1,17252","1,17485","1,17987085","1,174497","1,1727075"
1597219200,"1,17485","1,17606","1,17412","1,17476","1,17981165","1,174248","1,1728775"
1597222800,"1,17476","1,17752","1,17443","1,17677","1,1797539","1,1741725","1,1733575"
1597226400,"1,17677","1,17791","1,17641","1,17782","1,17969765","1,1742365","1,17408"
1597230000,"1,17782","1,17788","1,17559","1,17666","1,1796349","1,1742535","1,1746475"
1597233600,"1,17666","1,17957","1,17618","1,17906","1,17958135","1,17435","1,17560125"
1597237200,"1,17906","1,18013","1,17803","1,17814","1,179528","1,1744415","1,17633"
1597240800,"1,17814","1,18172","1,17719","1,18052","1,17947975","1,174741","1,1773225"
1597244400,"1,18052","1,18057","1,17902","1,17954","1,1794396","1,1750395","1,17790875"
1597248000,"1,17954","1,18003","1,17871","1,17915","1,17940635","1,1752985","1,1784575"
1597251600,"1,17915","1,17972","1,17842","1,17913","1,17937345","1,175552","1,1787525"
1597255200,"1,17913","1,17972","1,17838","1,17841","1,1793406","1,1757555","1,17882625"
1597258800,"1,17841","1,17896","1,17826","1,1787","1,1793142","1,176016","1,17908125"
1597262400,"1,1787","1,17904","1,17837","1,17837","1,1792842","1,1762645","1,178995"
1597266000,"1,17837","1,17856","1,17778","1,17818","1,17926285","1,176527","1,179"
1597269600,"1,17818","1,17906","1,17818","1,17876","1,1792411","1,176863","1,17878"
1597273200,"1,17876","1,17962","1,17855","1,1794","1,17922715","1,177227","1,1787625"
1597276800,"1,1794","1,18107","1,17938","1,18066","1,17923475","1,1776885","1,17895125"
1597280400,"1,18066","1,18172","1,18044","1,18082","1,179244","1,178114","1,1791625"
1597284000,"1,18082","1,18109","1,18051","1,18102","1,17925475","1,178536","1,17948875"
1597287600,"1,18102","1,18148","1,18069","1,18077","1,1792692","1,178832","1,1797475"
1597291200,"1,18077","1,18097","1,18005","1,18009","1,17928195","1,1790985","1,1799625"
1597294800,"1,18009","1,18153","1,18004","1,18142","1,17930215","1,179331","1,1803675"
1597298400,"1,18142","1,18381","1,18136","1,1825","1,1793175","1,179565","1,180835"
1597302000,"1,1825","1,18347","1,18182","1,18275","1,17934065","1,1798695","1,18125375"
1597305600,"1,18275","1,18413","1,18156","1,18383","1,17938305","1,180108","1,18165"
1597309200,"1,18383","1,18414","1,18266","1,18338","1,1794143","1,18037","1,18197"
1597312800,"1,18338","1,18535","1,1832","1,18427","1,17945165","1,1805575","1,18237625"
1597316400,"1,18427","1,18531","1,18331","1,18367","1,17948345","1,180764","1,18273875"
1597320000,"1,18367","1,18502","1,18231","1,18488","1,17951995","1,1810505","1,1833375"
1597323600,"1,18488","1,18616","1,18284","1,18556","1,17956075","1,181372","1,183855"
1597327200,"1,18556","1,18642","1,18331","1,18396","1,17960555","1,1816495","1,1840375"
1597330800,"1,18396","1,18399","1,18132","1,18179","1,1796333","1,181804","1,1839175"
1597334400,"1,18179","1,18219","1,1815","1,18173","1,1796524","1,181972","1,183655"
1597338000,"1,18173","1,1821","1,18111","1,18166","1,17968845","1,182146","1,18344"
1597341600,"1,18166","1,18185","1,17936","1,17981","1,17972505","1,1821985","1,1828825"
1597345200,"1,17981","1,18082","1,17968","1,1808","1,17976635","1,1822685","1,18252375"
1597348800,"1,1808","1,18166","1,18074","1,18131","1,17981915","1,182301","1,1820775"
1597352400,"1,18131","1,18163","1,18126","1,18138","1,1798643","1,182329","1,181555"
1597356000,"1,18138","1,18174","1,18113","1,18173","1,1799039","1,1823645","1,18127625"
1597359600,"1,18173","1,18207","1,18152","1,18157","1,1799369","1,1824045","1,18124875"
1597363200,"1,18157","1,18162","1,18072","1,18095","1,17996705","1,1824475","1,18115125"
1597366800,"1,18095","1,18124","1,18016","1,18124","1,17999725","1,1824385","1,18109875"
1597370400,"1,18124","1,18132","1,18053","1,18092","1,1800223","1,1823595","1,1812375"
1597374000,"1,18092","1,18139","1,18023","1,18104","1,18004545","1,182274","1,1812675"
1597377600,"1,18104","1,18185","1,18081","1,18133","1,1800711","1,182149","1,18127"
1597381200,"1,18133","1,18218","1,18113","1,182","1,18010055","1,18208","1,1813475"
1597384800,"1,182","1,18266","1,18071","1,18085","1,1801246","1,181909","1,1812375"
1597388400,"1,18085","1,18143","1,17908","1,18015","1,18014515","1,181733","1,18106"
1597392000,"1,18015","1,18177","1,17951","1,18163","1,1801765","1,1815705","1,181145"
1597395600,"1,18163","1,18181","1,17817","1,17913","1,1801929","1,181249","1,18088125"
1597399200,"1,17913","1,18103","1,17913","1,1809","1,18021125","1,181096","1,18087875"
1597402800,"1,1809","1,18177","1,18065","1,18084","1,1802316","1,1810485","1,18085375"
1597406400,"1,18084","1,18299","1,18065","1,18185","1,1802539","1,1810545","1,18091875"
1597410000,"1,18185","1,18365","1,18146","1,1835","1,18028805","1,1811465","1,18110625"
1597413600,"1,1835","1,18376","1,18104","1,18287","1,18031385","1,1812995","1,18135875"
1597417200,"1,18287","1,18337","1,18246","1,18327","1,1803369","1,181423","1,18174875"
1597420800,"1,18327","1,18488","1,18295","1,18453","1,1803632","1,181584","1,18211125"
1597424400,"1,18453","1,18504","1,18369","1,18391","1,1803853","1,1817105","1,18270875"
1597428000,"1,18391","1,18429","1,1835","1,18383","1,18041935","1,1818155","1,183075"
1597431600,"1,18383","1,18394","1,18339","1,18359","1,18045675","1,1819165","1,18341875"
1597435200,"1,18359","1,18428","1,18358","1,18405","1,18051285","1,1820715","1,18369375"
1597611600,"1,18387","1,18435","1,18301","1,18421","1,18057175","1,18222","1,1837825"
1597615200,"1,18421","1,18454","1,18411","1,18417","1,18061425","1,1823825","1,183945"
1597618800,"1,18417","1,1853","1,18417","1,18521","1,18065765","1,182591","1,1841875"
1597622400,"1,18521","1,18521","1,18415","1,18474","1,1806925","1,1827615","1,18421375"
1597626000,"1,18474","1,18492","1,18434","1,18463","1,1807242","1,182893","1,18430375"
1597629600,"1,18463","1,18676","1,1846","1,18576","1,18076175","1,1831385","1,184545"
1597633200,"1,18576","1,18614","1,18556","1,18601","1,1807905","1,1834315","1,1848475"
1597636800,"1,18601","1,18603","1,18532","1,18565","1,1808176","1,1836325","1,1850475"
1597640400,"1,18565","1,18626","1,1852","1,1861","1,18084975","1,183981","1,18528375"
1597644000,"1,1861","1,1868","1,18576","1,1862","1,1808817","1,184246","1,1855375"
1597647600,"1,1862","1,18664","1,18437","1,18531","1,1809014","1,1844695","1,18555"
1597651200,"1,18531","1,1854","1,18287","1,18381","1,1809158","1,1845675","1,18543375"
1597654800,"1,18381","1,18563","1,18368","1,18554","1,18093845","1,1846695","1,1855475"
1597658400,"1,18554","1,18572","1,18433","1,18507","1,1809539","1,1847795","1,18546125"
1597662000,"1,18507","1,18576","1,1834","1,18562","1,18097435","1,184897","1,1854125"
1597665600,"1,18562","1,18638","1,18487","1,18569","1,1809944","1,184955","1,1854175"
1597669200,"1,18569","1,18811","1,18513","1,18733","1,1810294","1,185126","1,18557125"
1597672800,"1,18733","1,18808","1,18623","1,18677","1,18105105","1,185273","1,1856425"
1597676400,"1,18677","1,18704","1,1862","1,18688","1,18107525","1,1854375","1,18583875"
1597680000,"1,18688","1,18693","1,18568","1,18677","1,18108895","1,1855735","1,18620875"
1597683600,"1,18677","1,18714","1,1864","1,1864","1,18109265","1,185683","1,18631625"
1597687200,"1,1864","1,18672","1,18603","1,1866","1,1811088","1,1858045","1,1865075"
1597690800,"1,1866","1,18722","1,18637","1,18712","1,18111685","1,1859","1,186695"
1597694400,"1,18712","1,18741","1,18693","1,18698","1,18111285","1,186012","1,18685625"
1597698000,"1,18698","1,18755","1,1864","1,18721","1,18110315","1,186141","1,18684125"
1597701600,"1,18721","1,18737","1,18686","1,18727","1,18109865","1,1862165","1,18690375"
1597705200,"1,18727","1,18755","1,18712","1,18747","1,1810876","1,1862895","1,1869775"
1597708800,"1,18747","1,18919","1,18743","1,18906","1,1810963","1,18646","1,18726375"
1597712400,"1,18906","1,18966","1,18832","1,18897","1,18110835","1,1866035","1,187585"
1597716000,"1,18897","1,18949","1,18863","1,18891","1,18112285","1,186739","1,18787375"
1597719600,"1,18891","1,18925","1,18854","1,18857","1,1811361","1,186902","1,188055"
1597723200,"1,18857","1,18951","1,18857","1,18918","1,18115055","1,1871705","1,18833"
1597726800,"1,18918","1,18956","1,18887","1,18922","1,18116355","1,1873545","1,18858125"
1597730400,"1,18922","1,19041","1,18834","1,18856","1,1811701","1,187529","1,1887425"
1597734000,"1,18856","1,19059","1,18826","1,18933","1,18118065","1,1877145","1,188975"
1597737600,"1,18933","1,19153","1,1886","1,19105","1,18119665","1,1879825","1,18922375"
1597741200,"1,19105","1,19125","1,1901","1,19032","1,18121225","1,188132","1,1893925"
1597744800,"1,19032","1,19097","1,18972","1,19009","1,18123095","1,188298","1,18954"
1597748400,"1,19009","1,19079","1,18976","1,19065","1,1812479","1,1884865","1,1898"
1597752000,"1,19065","1,19448","1,1904","1,19362","1,1812764","1,188829","1,190355"
1597755600,"1,19362","1,19656","1,19355","1,1958","1,1813147","1,189299","1,1911775"
1597759200,"1,1958","1,1961","1,1919","1,19207","1,18133485","1,1895725","1,19161625"
1597762800,"1,19207","1,19325","1,1918","1,19282","1,1813777","1,1898575","1,1920525"
1597766400,"1,19282","1,19384","1,1922","1,1936","1,1814244","1,1901885","1,19237125"
1597770000,"1,1936","1,19382","1,19297","1,19316","1,18145985","1,190486","1,19272625"
1597773600,"1,19316","1,19388","1,19283","1,1938","1,18150745","1,1908125","1,19319"
1597777200,"1,1938","1,19384","1,19301","1,19331","1,1815504","1,1911045","1,1935225"
1597780800,"1,19331","1,19381","1,19287","1,19313","1,1815916","1,191308","1,19346125"
1597784400,"1,19313","1,19334","1,19265","1,19309","1,18162875","1,191514","1,1931225"
1597788000,"1,19309","1,19398","1,19277","1,19396","1,1816767","1,1917665","1,19335875"
1597791600,"1,19396","1,1951","1,19359","1,19464","1,18172275","1,19207","1,19358625"
1597795200,"1,19464","1,19517","1,19396","1,19477","1,18175655","1,1923495","1,1937325"
1597798800,"1,19477","1,19527","1,19382","1,19403","1,1817873","1,19259","1,19384125"
1597802400,"1,19403","1,19405","1,19323","1,1937","1,1818187","1,192847","1,19382875"
1597806000,"1,1937","1,19409","1,19278","1,19298","1,18184625","1,1930295","1,1937875"
1597809600,"1,19298","1,19353","1,19288","1,19311","1,18187365","1,1931325","1,193785"
1597813200,"1,19311","1,19421","1,1928","1,19373","1,18190385","1,193303","1,193865"
1597816800,"1,19373","1,19476","1,19348","1,19353","1,18193085","1,193475","1,19381125"
1597820400,"1,19353","1,19387","1,19223","1,19373","1,18196175","1,193629","1,1936975"
1597824000,"1,19373","1,19459","1,19344","1,19406","1,181995","1,193651","1,19360875"
1597827600,"1,19406","1,19509","1,19326","1,19366","1,182029","1,193544","1,1935625"
1597831200,"1,19366","1,19433","1,19328","1,19375","1,1820785","1,193628","1,19356875"
1597834800,"1,19375","1,19419","1,19256","1,19346","1,1821327","1,19366","1,19362875"
1597838400,"1,19346","1,1939","1,19274","1,19307","1,1821804","1,1936335","1,19362375"
1597842000,"1,19307","1,19489","1,19255","1,19438","1,18223095","1,1936945","1,193705"
1597845600,"1,19438","1,19464","1,18964","1,19003","1,18226545","1,193506","1,1932675"
1597849200,"1,19003","1,19091","1,18902","1,1898","1,1822943","1,1933305","1,19277625"
1597852800,"1,1898","1,18981","1,18654","1,18776","1,18231675","1,193062","1,19198875"
1597856400,"1,18776","1,18836","1,18685","1,18818","1,18234905","1,1928165","1,19130375"
1597860000,"1,18818","1,18942","1,18302","1,18559","1,1823655","1,192398","1,19028375"
1597863600,"1,18559","1,186","1,18369","1,18458","1,1823795","1,191895","1,18917375"
1597867200,"1,18458","1,18474","1,18365","1,18366","1,1823822","1,1913395","1,1879975"
1597870800,"1,18366","1,18436","1,18344","1,18419","1,1824168","1,1908475","1,18672375"
1597874400,"1,18419","1,18531","1,18384","1,18514","1,1824483","1,1904195","1,1861125"
1597878000,"1,18514","1,18517","1,18427","1,18438","1,18248255","1,1899895","1,185435"
1597881600,"1,18438","1,18501","1,18388","1,18446","1,1825203","1,189557","1,1850225"
1597885200,"1,18446","1,1848","1,18313","1,1844","1,1825517","1,1890905","1,18455"
1597888800,"1,1844","1,18445","1,18354","1,18444","1,1825834","1,188636","1,18440625"
1597892400,"1,18444","1,18536","1,1842","1,18473","1,18261275","1,188186","1,184425"
1597896000,"1,18473","1,18517","1,18457","1,18479","1,1826451","1,1877225","1,18456625"
1597899600,"1,18479","1,18479","1,1833","1,18416","1,1826732","1,1872475","1,1845625"
1597903200,"1,18416","1,1847","1,18327","1,1839","1,1827047","1,186755","1,1844075"
1597906800,"1,1839","1,18687","1,18379","1,18527","1,18274045","1,1863455","1,18451875"
1597910400,"1,18527","1,18562","1,18121","1,18362","1,18276155","1,185873","1,18441375"
1597914000,"1,18362","1,18448","1,18214","1,18339","1,18278185","1,1853235","1,1842875"
1597917600,"1,18339","1,1845","1,18277","1,18399","1,1828053","1,1850215","1,18423125"
1597921200,"1,18399","1,18504","1,18306","1,18496","1,18283255","1,1847795","1,18426"
1597924800,"1,18496","1,18562","1,18265","1,18306","1,18285235","1,1845445","1,18404375"
1597928400,"1,18306","1,18376","1,18022","1,18302","1,18287045","1,1842865","1,18390125"
1597932000,"1,18302","1,18484","1,18231","1,18414","1,18290815","1,184214","1,18393125"
1597935600,"1,18414","1,18619","1,18387","1,18593","1,18295475","1,1842815","1,18401375"
1597939200,"1,18593","1,18653","1,18525","1,1854","1,1829956","1,1843685","1,18423625"
1597942800,"1,1854","1,18587","1,18487","1,18509","1,1830411","1,1844135","1,18444875"
1597946400,"1,18509","1,18598","1,18498","1,18521","1,18309415","1,184417","1,18460125"
1597950000,"1,18521","1,18621","1,18496","1,18617","1,1831481","1,1845065","1,1847525"
1597953600,"1,18617","1,18633","1,18595","1,18605","1,18319455","1,184586","1,18512625"
1597957200,"1,18605","1,18625","1,18553","1,1861","1,18323125","1,184671","1,18551125"
1597960800,"1,1861","1,18659","1,18608","1,18654","1,18328105","1,184776","1,18581125"
1597964400,"1,18654","1,18711","1,18648","1,18695","1,18333795","1,184887","1,18593875"
1597968000,"1,18695","1,18769","1,18674","1,18744","1,1833985","1,1850195","1,18619375"
1597971600,"1,18744","1,18754","1,18643","1,18669","1,18345595","1,185146","1,18639375"
1597975200,"1,18669","1,18725","1,18628","1,18716","1,18351975","1,185309","1,1866375"
1597978800,"1,18716","1,18754","1,1871","1,18732","1,1835845","1,1854115","1,18678125"
1597982400,"1,18732","1,18783","1,18724","1,1877","1,1836542","1,1856155","1,1869875"
1597986000,"1,1877","1,18829","1,18748","1,18812","1,1837256","1,185852","1,18724"
1597989600,"1,18812","1,18826","1,18654","1,18705","1,18379005","1,186005","1,18730375"
1597993200,"1,18705","1,18735","1,18328","1,18402","1,1838421","1,185958","1,1869375"
1597996800,"1,18402","1,18403","1,17993","1,18127","1,1838861","1,1858685","1,18616625"
1598000400,"1,18127","1,18184","1,18052","1,18138","1,18392115","1,1857865","1,1855025"
1598004000,"1,18138","1,18174","1,17834","1,18027","1,1839502","1,185593","1,18464125"
1598007600,"1,18027","1,1803","1,17721","1,17745","1,1839631","1,185169","1,1834075"
1598011200,"1,17745","1,17898","1,17604","1,1785","1,1839795","1,184824","1,1822575"
1598014800,"1,1785","1,17875","1,17547","1,17614","1,18398555","1,1843765","1,18076"
1598018400,"1,17614","1,17875","1,1754","1,17795","1,18400855","1,1840135","1,1796225"
1598022000,"1,17795","1,17855","1,17696","1,17742","1,18402265","1,183576","1,1787975"
1598025600,"1,17742","1,17744","1,17615","1,17723","1,18402265","1,183135","1,1782925"
1598029200,"1,17723","1,17859","1,17696","1,17848","1,1840212","1,182754","1,17793"
1598032800,"1,17848","1,17889","1,17805","1,17882","1,18401985","1,182368","1,17774875"
1598036400,"1,17882","1,17955","1,17857","1,17942","1,18402675","1,1819915","1,177995"
1598040000,"1,17942","1,17986","1,17939","1,17939","1,184025","1,181589","1,17810625"
1598216400,"1,17894","1,17972","1,17876","1,17951","1,18403115","1,18123","1,1785275"
1598220000,"1,17951","1,18019","1,17942","1,18009","1,1840489","1,1808765","1,178795"
